review,cleaned,sentiment,keyboard
as pedestrian as they come,as pedestrian as they come,Neutral,"['pedestrian', 'come']"
"why , you may ask , why should you buy the movie milk when the tv cow is free ?",why  you may ask  why should you buy the movie milk when the tv cow is free ,Positive,"['milk', 'cow', 'tv']"
"sunk by way too much indulgence of scene chewing , teeth gnashing actorliness",sunk by way too much indulgence of scene chewing  teeth gnashing actorliness,Neutral,"['chewing', 'teeth', 'actorliness']"
that 's fun for kids of any age,that s fun for kids of any age,Positive,"['kids', 'fun', 'age']"
raimi and his team could n't have done any better in bringing the story of spider man to the big screen,raimi and his team could nt have done any better in bringing the story of spider man to the big screen,Positive,"['raimi', 'spider', 'screen']"
"a colorful , joyous celebration of life a tapestry woven of romance , dancing , singing , and unforgettable characters",a colorful  joyous celebration of life a tapestry woven of romance  dancing  singing  and unforgettable characters,Positive,"['tapestry', 'celebration', 'dancing']"
a rip roaring comedy action fest that 'll put hairs on your chest,a rip roaring comedy action fest that ll put hairs on your chest,Positive,"['comedy', 'fest', 'chest']"
the premise of jason x is silly but strangely believable,the premise of jason x is silly but strangely believable,Negative,"['jason', 'premise', 'believable']"
the modern day characters are nowhere near as vivid as the 19th century ones,the modern day characters are nowhere near as vivid as the 19th century ones,Neutral,"['modern', 'century', 'vivid']"
chelsea walls is a case of too many chefs fussing over too weak a recipe,chelsea walls is a case of too many chefs fussing over too weak a recipe,Negative,"['chefs', 'walls', 'chelsea']"
"the cast keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired",the cast keeps this pretty watchable  and casting mick jagger as director of the escort service was inspired,Positive,"['jagger', 'cast', 'escort']"
"lrb the kid 's rrb just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow",lrb the kid s rrb just too bratty for sympathy  and as the film grows to its finale  his little changes ring hollow,Positive,"['lrb', 'rrb', 'ring']"
contradicts everything we 've come to expect from movies nowadays,contradicts everything we ve come to expect from movies nowadays,Negative,"['movies', 'contradicts', 'nowadays']"
"there is little question that this is a serious work by an important director who has something new to say about how , in the flip flop of courtship , we often reel in when we should be playing out",there is little question that this is a serious work by an important director who has something new to say about how  in the flip flop of courtship  we often reel in when we should be playing out,Neutral,"['courtship', 'flop', 'director']"
the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal,the script has less spice than a rat burger and the rock s fighting skills are more in line with steven seagal,Negative,"['seagal', 'spice', 'steven']"
the solid filmmaking and convincing characters makes this a high water mark for this genre,the solid filmmaking and convincing characters makes this a high water mark for this genre,Positive,"['filmmaking', 'genre', 'water']"
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away",the kind of movie that comes along only occasionally  one so unconventional  gutsy and perfectly executed it takes your breath away,Positive,"['movie', 'unconventional', 'gutsy']"
"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work",with an admirably dark first script by brent hanley  paxton  making his directorial feature debut  does strong  measured work,Positive,"['paxton', 'hanley', 'directorial']"
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking",funny  somber  absurd  and  finally  achingly sad  bartleby is a fine  understated piece of filmmaking,Negative,"['somber', 'bartleby', 'filmmaking']"
"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be",every now and again  a movie comes along to remind us of how very bad a motion picture can truly be,Negative,"['movie', 'motion', 'bad']"
"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either",unfortunately  there is almost nothing in this flat effort that will amuse or entertain them  either,Positive,"['entertain', 'effort', 'amuse']"
schrader examines crane 's decline with unblinking candor,schrader examines crane s decline with unblinking candor,Neutral,"['crane', 'schrader', 'decline']"
that the e graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy,that the e graveyard holds as many good ideas as bad is the cold comfort that chin s film serves up with style and empathy,Negative,"['graveyard', 'comfort', 'style']"
"you would n't want to live waydowntown , but it is a hilarious place to visit",you would nt want to live waydowntown  but it is a hilarious place to visit,Positive,"['waydowntown', 'place', 'visit']"
"the bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process",the bai brothers have taken an small slice of history and opened it up for all of us to understand  and they ve told a nice little story in the process,Positive,"['bai', 'brothers', 'history']"
there 's not one decent performance from the cast and not one clever line of dialogue,there s not one decent performance from the cast and not one clever line of dialogue,Negative,"['dialogue', 'cast', 'performance']"
translation ` we do n't need to try very hard ',translation  we do nt need to try very hard ,Negative,"['translation', 'hard', 'try']"
"return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages",return to never land is reliable  standard disney animated fare  with enough creative energy and wit to entertain all ages,Positive,"['disney', 'land', 'return']"
"it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well worn situations",it sticks rigidly to the paradigm  rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived  well worn situations,Negative,"['paradigm', 'rigidly', 'characters']"
